"grupo","linha","acao","n_antes","n_manter","texto_original","texto_corrigido","fonte_25","linhas_25","justificativa"
"21-21322-140-linha219660","219660","manter","2","1","212135292132214033221245420920001721010002028385226126\0034264","212135292132214033221245420920001721010002028385226126\0034264","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363887","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Corpo do cartao tambem identico."
"21-21322-140-linha219660","219662","remover","2","1","212135292132214033221245420920001721010002028385226126\0034264","212135292132214033221245420920001721010002028385226126\0034264","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363887","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Corpo do cartao tambem identico."
"21-21322-143-linha219694","219694","manter","2","1","2121352921322143331911557189181820000000000035-       \0034270","2121352921322143331911557189181820000000000035-       \0034270","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363908","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-143-linha219698","219698","manter","2","1","2121352921322143331911657189181820000000000035-       \0034270","2121352921322143331911657189181820000000000035-       \0034270","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363907","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-143-linha219698","219705","remover","2","1","2121352921322143331911657189181820000000000035-       \0034270","2121352921322143331911657189181820000000000035-       \0034270","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363907","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-143-linha219694","219709","remover","2","1","2121352921322143331911557189181820000000000035-       \0034270","2121352921322143331911557189181820000000000035-       \0034270","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363908","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-149-linha219774","219774","manter","2","1","212135292132214933121255420920001520000000007358123216\0034280","212135292132214933121255420920001520000000007358123216\0034280","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363958","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-149-linha219775","219775","manter","2","1","212135292132214933121246420920001420000000007358123216\0034280","212135292132214933121246420920001420000000007358123216\0034280","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363959","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-149-linha219777","219777","manter","2","1","212135292132214933121185420920001520000000005358123216\0034280","212135292132214933121185420920001520000000005358123216\0034280","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363960","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-149-linha219775","219779","remover","2","1","212135292132214933121246420920001420000000007358123216\0034280","212135292132214933121246420920001420000000007358123216\0034280","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363959","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-149-linha219777","219780","remover","2","1","212135292132214933121185420920001520000000005358123216\0034280","212135292132214933121185420920001520000000005358123216\0034280","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363960","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-149-linha219774","219781","remover","2","1","212135292132214933121255420920001520000000007358123216\0034280","212135292132214933121255420920001520000000007358123216\0034280","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363958","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-157-linha219831","219831","manter","2","1","2121352921322157331911554209200015200000000031-       \0034296","2121352921322157331911554209200015200000000031-       \0034296","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363995","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Corpo do cartao tambem identico."
"21-21322-157-linha219832","219832","manter","2","1","212135292132215733191185420920001821000000007398327516\0034296","212135292132215733191185420920001821000000007398327516\0034296","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363994","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Corpo do cartao tambem identico."
"21-21322-157-linha219832","219836","remover","2","1","212135292132215733191185420920001821000000007398327516\0034296","212135292132215733191185420920001821000000007398327516\0034296","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363994","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Corpo do cartao tambem identico."
"21-21322-157-linha219831","219837","remover","2","1","2121352921322157331911554209200015200000000031-       \0034296","2121352921322157331911554209200015200000000031-       \0034296","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","363995","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Corpo do cartao tambem identico."
"21-21322-158-linha219843","219843","manter","2","1","212135292132215833101165720904203110000000005398325176\0034298","212135292132215833101165720904203110000000005398325176\0034298","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","364002","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-158-linha219843","219845","remover","2","1","212135292132215833101165720904203110000000005398325176\0034298","212135292132215833101165720904203110000000005398325176\0034298","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","364002","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Divergencias de atributos domiciliares preservadas no relatorio."
"21-21322-161-linha219875","219875","manter","2","1","212135292132216133291175720906203110000000005391325176\0034304","212135292132216133291175720906203110000000005391325176\0034304","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","364019","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Corpo do cartao tambem identico."
"21-21322-161-linha219876","219876","manter","2","1","2121352921322161331911557209062031100000000031-       \0034304","2121352921322161331911557209062031100000000031-       \0034304","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","364020","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Corpo do cartao tambem identico."
"21-21322-161-linha219878","219878","manter","2","1","212135292132216133191215720906203110000000005371224227\0034304","212135292132216133191215720906203110000000005371224227\0034304","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","364018","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Corpo do cartao tambem identico."
"21-21322-161-linha219875","219884","remover","2","1","212135292132216133291175720906203110000000005391325176\0034304","212135292132216133291175720906203110000000005391325176\0034304","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","364019","Decisao conferida em 22/09/2026: grupo integral conciliado por24campos, chaves/especie/geografia/contagens/ordens exatos. Diferenca V21600/63 preservada, nao recodificada. Perfis projetados sem fusao de variantes; quantidade25 documentada. Corpo do cartao tambem identico."
